Job Title,Company Name,Location,Salary Estimate,Rating,Job Description
Junior Data Scientist,N/A,India,₹80K – ₹1L/mo (Employer provided),N/A,N/A
Data Scientist 25-26,"Maruti Suzuki India Ltd
3.8",Delhi,N/A,3.8,N/A
Data Analyst,"Stratefix Consulting
3.8",Surat,₹35K/mo (Employer provided),3.8,N/A
Data Scientist,"World Wide Technology Holding, LLC
3.9",Hyderābād,₹5L – ₹10L/yr (Glassdoor Est.),3.9,N/A
Data Scientist,N/A,India,₹2L/yr (Employer provided),N/A,N/A
Associate Machine Learning,"Sprinklr
3.2",Gurgaon,₹4L – ₹5L/yr (Glassdoor Est.),3.2,N/A
Data Science Trainer,"Fireblaze AI School
4.4",Hyderābād,₹20K – ₹30K/mo (Employer provided),4.4,N/A
Lead Data Scientist,"InfoCepts
3.6",India,N/A,3.6,N/A
Data Science Engineer-ML/NLP,"Relyance AI
3.7",Bengaluru,₹5L – ₹8L/yr (Glassdoor Est.),3.7,N/A
Generative AI & ML Specialist,N/A,Mumbai,₹14L – ₹16L/yr (Employer provided),N/A,N/A
AI Engineer,"Product and Technology
3.5",Noida,₹3L – ₹8L/yr (Glassdoor Est.),3.5,N/A
Technology and Transformation - EAD-AI/ML- Generative AI - Manager,"Deloitte
3.9",Delhi,N/A,3.9,N/A
"Manager, Data Science","Ansira
2.9",Bengaluru,₹3L – ₹7L/yr (Glassdoor Est.),2.9,N/A
Senior Manager (Data Science),"Factspan
3.5",Bengaluru,₹8L – ₹9L/yr (Glassdoor Est.),3.5,N/A
Senior Data Science Lead – R01551339,"Brillio
4.0",Chennai,₹8L – ₹10L/yr (Glassdoor Est.),4.0,N/A
"Analyst, DACI Analytics","Lowe's
4.2",Bengaluru,₹7L – ₹8L/yr (Glassdoor Est.),4.2,N/A
"Senior Analyst, Marketing Analytics","Bluevine - India
3.6",Bengaluru,₹6L – ₹10L/yr (Glassdoor Est.),3.6,N/A
"Senior Analyst, BI Sales Analytics","S&P Global
4.1",Hyderābād,₹5L – ₹7L/yr (Glassdoor Est.),4.1,N/A
Solution Architect Director (Data Science & AI/ML),"Factspan
3.5",Bengaluru,₹3L – ₹4L/yr (Glassdoor Est.),3.5,N/A
IN-Senior Associate_Integration Engineer _Data and Analytics_Advisory_Bangalore,"PwC
3.7",Bengaluru,₹6L – ₹8L/yr (Glassdoor Est.),3.7,N/A
AI Architect/Lead,"Lilly
4.0",Bengaluru,₹6L – ₹8L/yr (Glassdoor Est.),4.0,N/A
AI ML Engineer,"Arrow Electronics, Inc.
3.7",Ahmedabad,₹3L – ₹8L/yr (Glassdoor Est.),3.7,N/A
Member of Technical Staff - Machine Learning & AI,"Athenahealth
4.1",Bengaluru,N/A,4.1,N/A
AI - Senior Staff Engineer,"Synopsys
4.0",Hyderābād,₹4L/yr (Glassdoor Est.),4.0,N/A
Principal Analyst (Machine Learning Engineer),"Factspan
3.5",Bengaluru,₹3L – ₹4L/yr (Glassdoor Est.),3.5,N/A
Senior ML engineer - SAP Business AI - SAP Knowledge Graph,"SAP
4.2",Bengaluru,₹2L – ₹4L/yr (Glassdoor Est.),4.2,N/A
"Data Scientist Product, Google One and Photos","Google
4.3",Bengaluru,₹1L – ₹9L/yr (Glassdoor Est.),4.3,N/A
Senior Data Scientist,N/A,Bengaluru,N/A,N/A,N/A
Data Analyst,"Equifax
3.6",Pune,₹8L – ₹11L/yr (Glassdoor Est.),3.6,N/A
Senior Data Scientist,UNITY Systems,Pune,₹2L – ₹8L/yr (Glassdoor Est.),N/A,N/A
AI/ML Engineer,N/A,Hyderābād,₹20L/yr (Employer provided),N/A,N/A
Python Developer,N/A,Visakhapatnam,₹25K – ₹35K/mo (Employer provided),N/A,N/A
COMSOL with Machine Learning,N/A,India,₹13K – ₹20K/mo (Employer provided),N/A,N/A
AI/Python Engineer,N/A,Bengaluru,N/A,N/A,N/A
Machine Learning,N/A,Jaipur,₹8L – ₹29L/yr (Employer provided),N/A,N/A
Senior Analytics SpecialistNew,"Razorpay
3.6",Bengaluru,N/A,3.6,N/A
Senior Applied Scientist II,"Thomson Reuters
4.1",Bengaluru,₹3L – ₹9L/yr (Glassdoor Est.),4.1,N/A
Sr. ML Engineer Expert - Time Series,"Bosch Group
4.1",Bengaluru,N/A,4.1,N/A
Technical Architect - GCP AI (Gemini),"Atos
3.5",Bengaluru,₹3L/yr (Glassdoor Est.),3.5,N/A
Principal Consultant -AI ML Engineer,"Genpact
3.8",Bengaluru,₹9L – ₹10L/yr (Glassdoor Est.),3.8,N/A
"Senior Manager, Product Management - Supply Chain Analytics","o9 Solutions
3.8",Bengaluru,N/A,N/A,N/A
"Analyst, Geo Analytics, India - X Delivery","Boston Consulting Group
4.2",Gurgaon,N/A,4.2,N/A
Data Scientist,"NielsenIQ
3.8",Vadodara,₹5L – ₹11L/yr (Employer provided),3.8,N/A
IN-Senior Associate – GenAI - Data and Analytics_Advisory- Mumbai,"PwC
3.7",India,N/A,3.7,N/A
Data Scientist,"Scymes Services PVT. LTD.
2.5",India,₹16L – ₹20L/yr (Employer provided),2.5,N/A
Data Scientist,N/A,Mohali,₹10L – ₹12L/yr (Employer provided),N/A,N/A
Data Scientist II,"Toyota Connected India
4.2",Chennai,₹2L – ₹5L/yr (Glassdoor Est.),4.2,N/A
Data Scientist,"XS CAD Limited
4.1",Mumbai,N/A,4.1,N/A
Data Scientist,"Wipro Limited
3.6",Pune,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Data Scientist,N/A,Gurgaon,₹10L – ₹12L/yr (Employer provided),N/A,N/A
Data Scientist (2–4 Yr),"XS CAD India Pvt. Ltd
4.1",Mumbai,₹3L – ₹10L/yr (Employer provided),4.1,N/A
Data Scientist,"Commonwealth Bank
3.8",Bengaluru,₹2L/yr (Glassdoor Est.),3.8,N/A
Data Scientist Engineer,N/A,Noida,₹2L – ₹3L/mo (Employer provided),N/A,N/A
Data Analyst,"Johnson Controls
3.7",Pune,₹8L – ₹9L/yr (Glassdoor Est.),3.7,N/A
Data Scientist,"Cybage
3.9",Pune,₹5L – ₹8L/yr (Glassdoor Est.),3.9,N/A
Decision Scientist - I,"FedEx AMEA
3.8",Bengaluru,N/A,3.8,N/A
Senior Data Scientist,"PayPal
3.7",Bengaluru,N/A,3.7,N/A
Lead Data Scientist - Ad Tech,"Target
4.2",Bengaluru,₹4L/yr (Glassdoor Est.),4.2,N/A
"Data Scientist, Senior","o9 Solutions
3.8",Bengaluru,₹3L – ₹10L/yr (Glassdoor Est.),3.8,N/A
Senior Data Scientist – Medical Imaging (Deep Learning & Foundation Models),"Philips
3.8",Bengaluru,N/A,N/A,N/A
Data Scientist Senior,"Commonwealth Bank
3.8",Bengaluru,₹2L/yr (Glassdoor Est.),3.8,N/A
"Data Scientist II, Tech","Uber
3.8",Hyderābād,N/A,3.8,N/A
Senior Applied Data Scientist,"LSEG (London Stock Exchange Group)
3.7",Bengaluru,₹7L – ₹10L/yr (Glassdoor Est.),3.7,N/A
Data Scientist 4,"Comcast
3.8",Chennai,₹7L – ₹8L/yr (Glassdoor Est.),3.8,N/A
"Senior Data Scientist, Operations (Gen AI)","Argus Media
3.8",Mumbai,₹10L – ₹11L/yr (Glassdoor Est.),3.8,N/A
AI Engineer - 2 Years experience,N/A,Cochin,₹50K – ₹75K/mo (Employer provided),N/A,N/A
Sr. Data Scientist,"CRUTZ LEELA ENTERPRISES
4.0",Pune,N/A,4.0,N/A
Junior Program Associate– Climate-Energy-Economic Modelling,"WRI India
3.7",Mumbai,₹7L – ₹8L/yr (Glassdoor Est.),3.7,N/A
Principal Data Scientist (Hybrid),"Collins Aerospace
3.8",Bengaluru,N/A,3.8,N/A
Senior Data Scientist,"Abbott Laboratories
3.8",Mumbai,₹10L – ₹12L/yr (Glassdoor Est.),3.8,N/A
"Lead Data Scientist, Operations (Gen AI)","Argus Media
3.8",Mumbai,₹10L – ₹11L/yr (Glassdoor Est.),3.8,N/A
AI Engineer,N/A,Cochin,₹20K – ₹30K/mo (Employer provided),N/A,N/A
Generative AI Platform,"CGI
3.7",Bengaluru,₹3L – ₹4L/yr (Glassdoor Est.),3.7,N/A
ML Engineer,N/A,Indore,₹46K – ₹86K/mo (Employer provided),N/A,N/A
"Manager, Data Science","Standard Chartered
3.8",Bengaluru,₹10L/yr (Glassdoor Est.),3.8,N/A
Data Science Engineer 3,"Adobe
4.2",Bengaluru,N/A,4.2,N/A
Senior Data Scientist - Agentic AI & MLOps,"Securonix
3.6",,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Data Science Advisor - HIH - Evernorth,"The Cigna Group
3.6",Andhra Pradesh,N/A,3.6,N/A
AI Data Engineer,"HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED
4.1",Chennai,N/A,4.1,N/A
Assistant Professor - Data Science,N/A,India,N/A,N/A,N/A
Data Science Skills Instructor,N/A,Pune,N/A,N/A,N/A
Modelling and Analytics Analyst,N/A,Bengaluru,N/A,N/A,N/A
Manger - Ecommerce Analytics,N/A,Mumbai,N/A,N/A,N/A
Machine Learning Engineer,N/A,Mumbai,N/A,N/A,N/A
ML Engineer I,N/A,Thiruvananthapuram,N/A,N/A,N/A
Senior Analytics Data Engineer,N/A,Bengaluru,N/A,N/A,N/A
Machine Learning Engineer,N/A,Bengaluru,N/A,N/A,N/A
Sr. Analytics Data Engineer,N/A,Bengaluru,N/A,N/A,N/A
Python/ AI and ML Developer,N/A,Mohali,N/A,N/A,N/A
AI Engineer,N/A,Bengaluru,N/A,N/A,N/A
Software Engineer (AI Enablement),N/A,Karnataka,N/A,N/A,N/A
Lead AI/ML Engineer,"Okta
3.6",Bengaluru,₹24K – ₹2L/yr (Glassdoor Est.),3.6,N/A
Associate Architect - Machine Learning,"Quantiphi
4.2",Bengaluru,₹6L – ₹9L/yr (Glassdoor Est.),4.2,N/A
AI/ML Part Time Trainer,N/A,Hyderābād,N/A,N/A,N/A
Senior ML Engineer,"Standard Chartered
3.8",Chennai,₹7L – ₹9L/yr (Glassdoor Est.),3.8,N/A
Sr ML Engineer,"Visa
3.8",Bengaluru,₹6L – ₹9L/yr (Glassdoor Est.),3.8,N/A
"Director, Buyer Experience AI R&D","eBay
3.9",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),3.9,N/A
"Analyst, Geo Analytics, India - X Delivery","Boston Consulting Group
4.2",Bengaluru,N/A,4.2,N/A
Senior AI/ML Engineer,"nVent
3.6",Bengaluru,₹5L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Vice President – Fraud Analytics and Operations,"Fidelity Investments
4.1",Chennai,₹7L – ₹9L/yr (Glassdoor Est.),4.1,N/A
Member of Technical Staff - 3 [AI/ML],"Nutanix
3.9",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.9,N/A
Senior AI Engineer,"Xactly Corporation
3.8",Bengaluru,N/A,3.8,N/A
"Principal Consultant, Generative AI + Agentic AI!","Genpact
3.8",Noida,N/A,3.8,N/A
Data Scientist,N/A,Remote,₹12L – ₹15L/yr (Employer provided),N/A,N/A
Data Science Intern,N/A,Remote,N/A,N/A,N/A
Data Scientist,"Applore Technologies Pvt. Ltd
3.6",Delhi,₹6L – ₹12L/yr (Employer provided),3.6,N/A
Data Scientist,"Clarivate
3.6",Noida,₹8L – ₹10L/yr (Glassdoor Est.),3.6,N/A
Data Science - Intern,"Weir Group
3.6",Bengaluru,N/A,3.6,N/A
Data Scientist,"Qualys
3.6",,₹10L/yr (Glassdoor Est.),3.6,N/A
Machine Learning Intern,N/A,Remote,N/A,N/A,N/A
Data Scientist,"INCHES Healthcare
4.0",Mumbai,₹5L – ₹9L/yr (Glassdoor Est.),4.5,N/A
Consultant Data Scientist,"Concentrix
3.9",India,N/A,3.9,N/A
Data Scientist (Computer vision)/ Bengaluru-Onsite,N/A,India,N/A,N/A,N/A
"Data Scientist, Research, App Safety Engineering","Google
4.3",Bengaluru,₹1L – ₹9L/yr (Glassdoor Est.),4.3,N/A
Senior Applied & Data scientist,"Microsoft
4.2",Hyderābād,₹3L – ₹10L/yr (Glassdoor Est.),4.2,N/A
Data science trainer,N/A,India,₹30K – ₹60K/mo (Employer provided),N/A,N/A
Data Scientist,"MOLECULAR CONNECTIONS
3.7",Bengaluru,₹4L – ₹6L/yr (Glassdoor Est.),3.7,N/A
"Data Scientist, Amazon Payments (Level 5), Amazon","ADCI - Karnataka
3.6",Bengaluru,₹5L – ₹10L/yr (Glassdoor Est.),3.6,N/A
"Applied Scientist I, Geospatial Science, Last Mile","ADCI HYD 13 SEZ
3.6",Hyderābād,₹3L – ₹10L/yr (Glassdoor Est.),3.6,N/A
Data Scientist,"Thomson Reuters
4.1",Hyderābād,₹6L – ₹8L/yr (Glassdoor Est.),4.1,N/A
Data Scientist - AWS Professional Services,"AWS ProServe IN - Karnataka
3.7",Bengaluru,₹7L – ₹10L/yr (Glassdoor Est.),3.7,N/A
Senior Data Scientist,N/A,Mumbai,₹7L – ₹9L/yr (Employer provided),N/A,N/A
Senior Data Scientist,"Fidelity Investments
4.1",Bengaluru,₹7L – ₹10L/yr (Glassdoor Est.),4.1,N/A
Sr. Data Scientist,"Maruti Suzuki India Ltd
3.8",Gurgaon,N/A,3.8,N/A
Trainer/Faculty - Artificial Intelligence & Data Science,"TECACS IT GROUP PVT LTD
5.0",Cochin,₹15K – ₹20K/mo (Employer provided),5.0,N/A
Machine Learning Analyst,"Wadhwani AI
3.3",Delhi,N/A,3.3,N/A
"Team Lead, Data Analytics","CoreLogic
4.3",Noida,₹7L – ₹8L/yr (Glassdoor Est.),4.3,N/A
Data Analytics trainer(WFH),N/A,Calicut,N/A,N/A,N/A
AI Data Science Trainer,N/A,Tiruchchirāppalli,₹10K – ₹31K/mo (Employer provided),N/A,N/A
AI/ML Engineer,N/A,Ahmedabad,₹6L – ₹15L/yr (Employer provided),N/A,N/A
"Senior Analyst, Data Science (I6)","Dell
3.8",Bengaluru,N/A,3.8,N/A
AI Engineer,N/A,Hyderābād,₹7L – ₹17L/yr (Employer provided),N/A,N/A
AI Data Engineer,"NTT DATA
3.8",Hyderābād,₹5L – ₹9L/yr (Glassdoor Est.),3.8,N/A
Python AI/ML Engineer,N/A,India,N/A,N/A,N/A
Python Machine Learning,"iTechnolabs
3.9",Mohali,₹30K – ₹80K/mo (Employer provided),3.9,N/A
Data Science Analyst (Standard),"Infogain
3.7",Gurgaon,₹4L – ₹6L/yr (Glassdoor Est.),3.7,N/A
AI Engineer,N/A,Calicut,₹35K – ₹60K/mo (Employer provided),N/A,N/A
Lead Data Scientist,"EPAM Systems, Inc.
4.0",Coimbatore,₹4L – ₹8L/yr (Glassdoor Est.),4.0,N/A
"Senior Data Scientist, GIA Innovation","UBS
3.8",Mumbai,N/A,3.8,N/A
Senior Data Scientist - AWS Professional Services,"AWS ProServe IN - Maharashtra
3.7",Mumbai,₹6L – ₹9L/yr (Glassdoor Est.),3.7,N/A
AI/ML Engineer (Python Developer),"Cybernetyx
4.2",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.2,N/A
Machine Learning Engineer,"Paxcom India
4.1",Gurgaon,₹6L/yr (Glassdoor Est.),4.1,N/A
AI Engineer,"Matillion
3.1",Hyderābād,N/A,3.1,N/A
Senior Data Scientist,"Thomson Reuters
4.1",Bengaluru,₹5L – ₹8L/yr (Glassdoor Est.),4.1,N/A
Chief AI Officer,"Bosch Group
4.1",Bengaluru,N/A,4.1,N/A
Faculty – Artificial Intelligence & Machine Learning,N/A,India,N/A,N/A,N/A
ML Engineer - GCP (Immediate Joiner),N/A,Thāne,₹6L – ₹12L/yr (Employer provided),N/A,N/A
Machine Learning Engineer,"Autodesk
4.1",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.1,N/A
Senior Digital Analyst (MCI),"TRU IT
4.4",Gurgaon,₹4L – ₹9L/yr (Glassdoor Est.),4.4,N/A
Senior Software Engineer I (Machine Learning Operations) | Remote,"C2FO
3.5",Remote,N/A,N/A,N/A
Advanced Analytics Analyst,"Medtronic
3.8",India,N/A,3.8,N/A
Data Science Analyst (Senior),"Infogain
3.7",Mumbai,₹4L – ₹6L/yr (Glassdoor Est.),3.7,N/A
AI Training cum Internship Program,N/A,Mohali,N/A,N/A,N/A
Senior AI/ML Developer,N/A,Salem,₹6L – ₹8L/yr (Employer provided),N/A,N/A
Manager - Data Science,"Amex
4.1",Gurgaon,₹4L – ₹6L/yr (Glassdoor Est.),4.1,N/A
AI/ML & Data Science Faculty/ Trainer,N/A,Ahmedabad,₹30K – ₹35K/mo (Employer provided),N/A,N/A
Senior ML Engineer,"Varaha ClimateAg Private Limited
2.9",Bengaluru,N/A,2.9,N/A
Senior AI/Data Science Engineer,"Medtronic
3.8",India,N/A,3.8,N/A
Lead Data Engineer (Machine Learning),"United Airlines
3.8",Gurgaon,N/A,3.8,N/A
Lead Consultant-Data Scientists with AI and Generative Model experience!,"Genpact
3.8",Bengaluru,N/A,N/A,N/A
AI/ML Project Manager Lead,"Feathersoft
4.2",India,N/A,4.2,N/A
Talent Services - Manager - Learning Operations (Insights),"Deloitte
3.9",Hyderābād,₹5L – ₹9L/yr (Glassdoor Est.),3.9,N/A
Principal Statistical Programmer FSP,"Cytel Inc
3.9",India,N/A,3.9,N/A
Senior Account Manager -Data Science,"Dentsu
3.7",Chennai,N/A,3.6,N/A
Specialist - AI Development,"Carrier
3.6",Bengaluru,₹4L – ₹9L/yr (Glassdoor Est.),3.6,N/A
Senior Engineer - Machine Learning,"United Airlines
3.8",Gurgaon,₹9L – ₹10L/yr (Glassdoor Est.),3.8,N/A
Azure AI Engineer,"Fulcrum Digital
4.3",Pune,N/A,4.3,N/A
Director/Sr.Director of AI Engineering,"Credit Saison
3.6",Bengaluru,₹3L – ₹7L/yr (Glassdoor Est.),3.6,N/A
Performance & Analytics specialist,"HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED
4.1",Bengaluru,N/A,N/A,N/A
"Manager, AI Enablement","Thomson Reuters
4.1",Bengaluru,₹2L – ₹7L/yr (Glassdoor Est.),4.1,N/A
Modelling and Analytics Senior Manager,"Commonwealth Bank
3.8",Bengaluru,₹2L/yr (Glassdoor Est.),3.8,N/A
AI Research Engineer (Model Evaluation),"Tether Operations Limited
3.1",Bengaluru,₹5L – ₹9L/yr (Glassdoor Est.),3.1,N/A
Senior AI/ML Engineer,"DXC Technology
3.5",Noida,N/A,3.5,N/A
Senior Machine Learning Engineer,"Autodesk
4.1",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),4.1,N/A
"Principal Engineer - Development (Machine Learning, Python)","FIS Global
3.7",Pune,₹2L – ₹9L/yr (Glassdoor Est.),3.7,N/A
Senior Machine Learning Engineer,"Appnext
3.6",India,N/A,3.6,N/A
AI/ML Engineer – Team Lead,"NexusLink Services
3.6",Ahmedabad,₹4L/yr (Glassdoor Est.),3.6,N/A
Staff Engineer Optimization & AI/ML,"Enphase Energy
3.0",Bengaluru,N/A,3.0,N/A
Lead Consultant - ML Engineer,"Genpact
3.8",Hyderābād,₹7L – ₹8L/yr (Glassdoor Est.),3.8,N/A
Machine Learning Engineer,"CompIndia Infotech Pvt Ltd
4.2",,₹15K – ₹25K/mo (Employer provided),4.2,N/A
Data Scientist - L3,"Wipro Limited
3.6",Bengaluru,N/A,3.6,N/A
Mid Data Scientist,"Reflections Info Systems
4.2",Bengaluru,₹6L – ₹9L/yr (Glassdoor Est.),4.2,N/A
Staff Data Scientist,"FourKites
3.8",Tamil Nadu,N/A,3.8,N/A
Data Analytics Faculty,N/A,South,₹12K – ₹30K/mo (Employer provided),N/A,N/A
Marine Data Analyst,"ExxonMobil
3.6",Bengaluru,N/A,3.6,N/A
Machine Learning Engineer,"Infor
4.0",Hyderābād,N/A,4.0,N/A
Data Analyst Trainer,"Elysium Group of Companies
4.0",Madurai,₹12K – ₹18K/mo (Employer provided),4.0,N/A
Lead Decision Scientist,"Tesco India
3.8",Bengaluru,₹4L – ₹10L/yr (Glassdoor Est.),3.8,N/A
IT Data Science Trainer,N/A,India,₹4L – ₹7L/yr (Employer provided),N/A,N/A
Lab45 - AI-ML Engineer,"Wipro Limited
3.6",Bengaluru,₹6L – ₹7L/yr (Glassdoor Est.),3.6,N/A
"Machine Learning Manager, Apple Intelligence","Apple
4.1",Bengaluru,₹6L – ₹10L/yr (Glassdoor Est.),4.1,N/A
AI/ML Engineer - 5 to 10 yrs,"Wipro Limited
3.6",Chennai,₹4L – ₹6L/yr (Glassdoor Est.),3.6,N/A
Python - Machine Learning & AI Developer,N/A,Mohali,N/A,N/A,N/A
HR Analytics Trainer,N/A,Cochin,N/A,N/A,N/A
Digital Practice Lead_Data & AI,"Savic
3.9",Mumbai,₹3L – ₹10L/yr (Glassdoor Est.),3.9,N/A
Data Scientist,"Abbott
3.8",Mumbai,N/A,3.8,N/A
Data Science Trainer,"Itvedant Education Pvt Ltd
4.3",India,₹3L – ₹8L/yr (Employer provided),4.3,N/A
Data Science Trainer,N/A,Thiruvananthapuram,₹3L – ₹14L/yr (Employer provided),N/A,N/A
IT Faculty - Data Science & Data Analytics,N/A,Thāne,₹3L – ₹6L/yr (Employer provided),N/A,N/A
AI & DATA Science Faculty,N/A,Malappuram,₹20K/mo (Employer provided),N/A,N/A
Asst. Manager - Fraud Analytics,"Barclays
3.9",Noida,₹8L – ₹9L/yr (Glassdoor Est.),3.9,N/A
MANAGER ANALYTICS,"Abbott
3.8",Mumbai,N/A,3.8,N/A
Associate Professor (Artificial Intelligence in Biosciences),"Amrita University
3.9",Kollam,N/A,3.9,N/A
Sr Fullstack AI/ML Engineer,N/A,India,₹10L – ₹12L/yr (Employer provided),N/A,N/A
AI Product Owner,"Johnson Controls
3.7",Pune,₹8L – ₹10L/yr (Glassdoor Est.),3.7,N/A
"Senior Manager – Data science, data modelling and analytics","Dentsu
3.7",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.6,N/A
Cloud AI Developer-4-8 Years-Bangalore,"SAP
4.2",Bengaluru,N/A,4.2,N/A
GenAI Data Scientist - India (BLR/HYD),"Articul8
2.5",India,N/A,2.5,N/A
Senior Analyst - Data Scientist,"Barclays
3.9",Noida,₹8L – ₹10L/yr (Glassdoor Est.),3.9,N/A
Data Scientist,"i-Sourcing Technologies Private Limited
3.7",India,₹20K – ₹30K/mo (Employer provided),3.7,N/A
Data Scientist & LLM Operations Specialist- Contract to hire,"Rapsys Technologies
4.2",,₹5L – ₹16L/yr (Employer provided),4.2,N/A
Data Scientist Senior Associate,"Commonwealth Bank
3.8",Bengaluru,₹2L/yr (Glassdoor Est.),3.8,N/A
LLM - Machine Learning TensorFlow + JAX,GiantMind Solutions,Remote,₹10L – ₹15L/yr (Employer provided),N/A,N/A
Data Science Internship,N/A,Calcutta,₹5K – ₹6K/mo (Employer provided),N/A,N/A
Data Science Trainer,"prwatech technologies
3.8",India,N/A,3.8,N/A
Data Science Trainee,N/A,India,₹10K/mo (Employer provided),N/A,N/A
Senior Data Scientist,"Ericsson
4.0",Bengaluru,₹4L – ₹9L/yr (Glassdoor Est.),4.0,N/A
Data Consultant,"6sense
4.0",Bengaluru,N/A,4.0,N/A
AI/ML Associate Engineer,"Acads360 India Private Limited
4.4",Hyderābād,₹3L – ₹8L/yr (Glassdoor Est.),4.4,N/A
Full Time Data Science Trainer,N/A,India,₹40K – ₹50K/mo (Employer provided),N/A,N/A
Data Science Practitioner,"Accenture
3.8",Bengaluru,N/A,3.8,N/A
Lead Data Scientist,"Mastercard
4.2",Pune,₹2L/yr (Glassdoor Est.),4.2,N/A
Senior Expert Data Scientist GES ESO,"dsm-firmenich
3.9",Hyderābād,N/A,3.9,N/A
LLM - Machine Learning TensorFlow + JAX,Nithminds Private limited,Remote,₹15L – ₹25L/yr (Employer provided),N/A,N/A
Business Analytics Intern,"Pricelabs
4.9",Delhi,N/A,4.9,N/A
Senior Associate- Data Science,"Capital One
3.9",Bengaluru,N/A,3.9,N/A
AI Developer,N/A,Gāndhīnagar,₹12L – ₹20L/yr (Employer provided),N/A,N/A
Artificial Intelligence & Machine Learning Expert,N/A,India,N/A,N/A,N/A
AI/ML Engineer,N/A,Mohali,₹35K – ₹45K/mo (Employer provided),N/A,N/A
AI Developer,N/A,Cochin,₹20K – ₹30K/mo (Employer provided),N/A,N/A
Data Science Tutor,"Avodha Edutech Pvt Ltd
4.2",Thiruvananthapuram,₹8K – ₹15K/mo (Employer provided),4.2,N/A
AI & ML Engineer,"Geogo Techsolutions
4.7",Calcutta,₹2L – ₹7L/yr (Glassdoor Est.),4.7,N/A
IN-Senior Associate _Databricks Engineers_Data and Analytics_ Advisory_Bangalore,"PwC
3.7",Bengaluru,N/A,3.7,N/A
Lead - Data Analytics and Insights,"Fidelity Investments
4.1",Bengaluru,₹10L/yr (Glassdoor Est.),4.1,N/A
Data Science & AI Faculty,N/A,India,₹8K – ₹12K/mo (Employer provided),N/A,N/A
AI/ML Engineer,"Hewlett Packard Enterprise
4.2",Hyderābād,₹6L – ₹9L/yr (Glassdoor Est.),4.2,N/A
AI Lab - DGM,N/A,Mumbai,₹60L – ₹65L/yr (Employer provided),N/A,N/A
Lead I - Data Science,"UST Global
3.9",,N/A,3.9,N/A
Atmospheric Scientist/Statistician I,"Verisk
4.0",Hyderābād,₹5L – ₹7L/yr (Glassdoor Est.),4.0,N/A
Advanced Analytics - Analyst,"Annalect, Omnicom Media Group India Private Limited.
3.6",Bengaluru,N/A,N/A,N/A
EDU Manager-RAMS-Data Analytics,"ALSTOM
3.8",Bengaluru,₹5L – ₹6L/yr (Glassdoor Est.),3.8,N/A
"VP, RC AI and Analytics","HSBC
3.9",Calcutta,₹2L – ₹9L/yr (Glassdoor Est.),3.9,N/A
